task,send_elapsed_s,latency_ms,server_exec_ms,worker_id
ecgclass__app5,6.3459,290.076,288.164,0
ecgclass,6.3496,287.115,285.821,0
ecgclass__app1,6.3488,290.582,288.617,0
ecgclass__app7,6.4592,282.922,281.257,0
ecgclass__app2,6.5110,290.003,288.357,0
ecgclass__app4,6.5329,291.052,289.250,0
ecgclass__app6,6.6316,291.564,289.992,0
ecgclass__app3,6.6310,293.195,291.600,0
ecgclass__app1,6.6394,289.178,287.852,0
ecgclass,6.6367,292.229,290.907,0
ecgclass__app5,6.6360,293.249,291.835,0
ecgclass__app7,6.7421,283.900,282.239,0
ecgclass__app2,6.8010,282.326,280.717,0
ecgclass__app4,6.8239,287.920,286.248,0
ecgclass__app6,6.9232,291.578,289.762,0
ecgclass,6.9290,289.495,288.188,0
ecgclass__app3,6.9242,294.969,291.992,0
ecgclass__app5,6.9293,290.332,287.971,0
ecgclass__app1,6.9286,291.337,289.911,0
ecgclass__app7,7.0260,287.909,285.901,0
ecgclass__app2,7.0834,288.360,286.751,0
ecgclass__app4,7.1119,282.880,281.193,0
ecgclass__app6,7.2148,289.532,287.743,0
ecgclass__app1,7.2200,289.274,287.814,0
ecgclass__app3,7.2192,290.178,288.235,0
ecgclass,7.2185,291.644,289.974,0
ecgclass__app5,7.2196,291.414,289.795,0
ecgclass__app7,7.3140,284.840,282.358,0
ecgclass__app2,7.3718,285.468,283.655,0
ecgclass__app4,7.3948,283.715,281.845,0
ecgclass__app6,7.5044,289.327,287.720,0
ecgclass,7.5101,289.482,287.655,0
ecgclass__app5,7.5111,289.294,287.389,0
ecgclass__app3,7.5094,291.060,289.160,0
ecgclass__app1,7.5093,291.610,288.847,0
ecgclass__app7,7.5988,285.976,284.257,0
ecgclass__app2,7.6572,283.830,282.184,0
ecgclass__app4,7.6785,301.735,299.632,0
ecgclass__app6,7.7937,288.497,286.838,0
ecgclass,7.7996,284.937,283.506,0
ecgclass__app3,7.8005,290.544,288.730,0
ecgclass__app1,7.8009,290.580,286.841,0
ecgclass__app5,7.8004,292.069,290.272,0
ecgclass__app7,7.8848,284.734,283.268,0
ecgclass__app2,7.9411,284.786,282.976,0
ecgclass__app4,7.9803,289.238,285.566,0
ecgclass__app6,8.0823,287.286,285.681,0
ecgclass,8.0846,291.580,290.132,0
ecgclass__app3,8.0910,289.158,287.762,0
ecgclass__app1,8.0915,289.298,286.888,0
ecgclass__app5,8.0925,291.533,290.222,0
ecgclass__app7,8.1696,287.242,285.753,0
ecgclass__app2,8.2259,288.378,286.662,0
ecgclass__app4,8.2695,290.878,289.179,0
ecgclass__app6,8.3696,290.229,288.618,0
ecgclass,8.3762,290.318,288.572,0
ecgclass__app1,8.3808,289.784,288.298,0
ecgclass__app3,8.3802,290.542,288.800,0
ecgclass__app5,8.3840,290.250,288.742,0
ecgclass__app7,8.4569,292.572,290.847,0
ecgclass__app2,8.5143,292.009,288.799,0
ecgclass__app4,8.5604,290.386,288.508,0
ecgclass__app6,8.6598,282.067,280.483,0
ecgclass,8.6665,287.826,286.182,0
ecgclass__app3,8.6708,288.613,287.018,0
ecgclass__app1,8.6706,288.950,287.105,0
ecgclass__app5,8.6743,291.626,290.198,0
ecgclass__app7,8.7495,289.511,287.345,0
ecgclass__app2,8.8063,285.599,283.663,0
ecgclass__app4,8.8508,286.936,285.239,0
ecgclass__app6,8.9419,288.779,287.230,0
ecgclass,8.9544,286.392,284.865,0
ecgclass__app3,8.9594,293.226,291.454,0
ecgclass__app1,8.9596,293.284,291.470,0
ecgclass__app5,8.9659,291.090,288.789,0
ecgclass__app7,9.0390,292.501,290.873,0
ecgclass__app2,9.0920,287.801,286.164,0
ecgclass__app4,9.1378,292.672,290.965,0
ecgclass__app6,9.2307,288.280,286.475,0
ecgclass,9.2408,288.425,286.950,0
ecgclass__app3,9.2527,288.070,286.214,0
ecgclass__app1,9.2529,288.478,286.359,0
ecgclass__app5,9.2570,289.373,288.055,0
ecgclass__app7,9.3315,286.105,284.334,0
ecgclass__app2,9.3798,284.098,282.388,0
ecgclass__app4,9.4305,289.527,287.791,0
ecgclass__app6,9.5190,289.116,287.352,0
ecgclass,9.5293,285.838,284.308,0
ecgclass__app1,9.5414,287.076,285.572,0
ecgclass__app3,9.5407,289.227,287.713,0
ecgclass__app5,9.5464,287.172,285.674,0
ecgclass__app7,9.6176,292.448,290.566,0
ecgclass__app2,9.6639,287.025,285.410,0
ecgclass__app4,9.7200,286.920,285.109,0
ecgclass__app6,9.8082,290.228,288.341,0
ecgclass,9.8151,286.684,285.257,0
ecgclass__app3,9.8300,287.937,286.401,0
ecgclass__app1,9.8285,289.763,287.887,0
ecgclass__app5,9.8336,287.537,286.195,0
ecgclass__app7,9.9101,289.483,287.939,0
ecgclass__app2,9.9510,288.212,286.627,0
ecgclass__app4,10.0070,288.703,287.116,0
ecgclass__app6,10.0984,288.595,287.109,0
ecgclass,10.1018,288.651,287.361,0
ecgclass__app3,10.1179,288.805,287.118,0
ecgclass__app1,10.1182,288.669,287.101,0
ecgclass__app5,10.1211,288.829,286.658,0
ecgclass__app7,10.1996,292.854,291.305,0
ecgclass__app2,10.2392,288.216,286.513,0
ecgclass__app4,10.2957,288.128,286.447,0
ecgclass__app6,10.3870,290.374,288.809,0
ecgclass,10.3905,291.453,287.222,0
ecgclass__app5,10.4100,286.772,285.350,0
ecgclass__app3,10.4068,290.764,289.310,0
ecgclass__app1,10.4069,291.593,289.344,0
ecgclass__app7,10.4925,284.436,282.763,0
ecgclass__app2,10.5274,286.840,285.257,0
ecgclass__app4,10.5839,288.957,287.216,0
ecgclass__app6,10.6774,288.512,286.756,0
ecgclass,10.6820,294.228,292.733,0
ecgclass__app5,10.6968,289.806,288.251,0
ecgclass__app3,10.6975,289.990,288.624,0
ecgclass__app1,10.6985,289.456,288.209,0
ecgclass__app7,10.7769,290.150,288.329,0
ecgclass__app2,10.8143,284.738,283.104,0
ecgclass__app4,10.8729,283.880,282.281,0
ecgclass__app6,10.9660,284.262,282.498,0
ecgclass,10.9762,287.585,286.065,0
ecgclass__app5,10.9866,288.480,286.583,0
ecgclass__app3,10.9876,287.699,285.546,0
ecgclass__app1,10.9880,287.359,285.358,0
ecgclass__app7,11.0671,285.754,284.017,0
ecgclass__app2,11.0990,291.490,289.733,0
ecgclass__app4,11.1568,288.105,286.554,0
ecgclass__app6,11.2502,288.211,286.643,0
ecgclass,11.2638,287.551,286.148,0
ecgclass__app5,11.2751,287.157,285.554,0
ecgclass__app3,11.2753,287.540,285.669,0
ecgclass__app1,11.2754,287.557,285.254,0
ecgclass__app7,11.3529,286.844,285.248,0
ecgclass__app2,11.3906,284.172,282.430,0
ecgclass__app4,11.4449,285.064,283.487,0
ecgclass__app6,11.5385,287.817,286.225,0
ecgclass,11.5514,284.468,283.013,0
ecgclass__app3,11.5628,288.201,286.478,0
ecgclass__app1,11.5629,288.256,285.985,0
ecgclass__app5,11.5623,290.040,288.779,0
ecgclass__app7,11.6398,286.763,284.846,0
ecgclass__app2,11.6748,286.133,284.486,0
ecgclass__app4,11.7300,290.009,287.766,0
ecgclass__app6,11.8263,287.009,284.563,0
ecgclass,11.8359,288.789,287.278,0
ecgclass__app1,11.8512,287.353,285.717,0
ecgclass__app3,11.8510,288.869,286.527,0
ecgclass__app5,11.8523,291.563,288.872,0
ecgclass__app7,11.9265,282.683,281.057,0
ecgclass__app2,11.9609,283.133,281.425,0
ecgclass__app4,12.0200,285.989,283.631,0
ecgclass__app6,12.1134,288.605,286.632,0
ecgclass,12.1247,288.225,286.756,0
ecgclass__app1,12.1386,289.123,287.559,0
ecgclass__app3,12.1399,289.295,287.876,0
ecgclass__app5,12.1439,289.181,287.756,0
ecgclass__app7,12.2093,286.361,284.789,0
ecgclass__app2,12.2441,286.524,284.950,0
ecgclass__app4,12.3060,288.265,286.656,0
ecgclass__app6,12.4020,291.785,290.124,0
ecgclass,12.4129,291.098,289.522,0
ecgclass__app1,12.4277,289.050,287.521,0
ecgclass__app3,12.4292,294.990,292.083,0
ecgclass__app5,12.4331,291.975,289.963,0
ecgclass__app7,12.4956,287.504,285.706,0
ecgclass__app2,12.5306,287.309,285.731,0
ecgclass__app4,12.5943,290.555,289.018,0
ecgclass__app6,12.6938,284.640,283.074,0
ecgclass,12.7041,286.984,285.561,0
ecgclass__app1,12.7168,289.466,287.870,0
ecgclass__app3,12.7242,290.387,288.739,0
ecgclass__app5,12.7251,290.474,289.151,0
ecgclass__app7,12.7832,286.070,284.283,0
ecgclass__app2,12.8179,285.216,283.545,0
ecgclass__app4,12.8849,287.679,286.099,0
ecgclass__app6,12.9784,286.957,285.342,0
ecgclass,12.9911,283.848,282.420,0
ecgclass__app1,13.0063,289.451,287.890,0
ecgclass__app5,13.0156,287.797,286.228,0
ecgclass__app3,13.0147,289.351,287.614,0
ecgclass__app7,13.0693,289.931,288.084,0
ecgclass__app2,13.1032,285.077,283.415,0
ecgclass__app4,13.1726,286.208,284.532,0
ecgclass__app6,13.2654,292.905,291.112,0
ecgclass,13.2749,290.912,289.424,0
ecgclass__app1,13.2958,288.183,286.582,0
ecgclass__app5,13.3034,292.936,290.752,0
ecgclass__app3,13.3040,293.258,291.883,0
ecgclass__app7,13.3592,295.789,293.946,0
ecgclass__app2,13.3883,290.107,288.487,0
ecgclass__app4,13.4588,289.642,288.034,0
ecgclass,13.5659,286.672,285.089,0
ecgclass__app6,13.5584,295.393,293.606,0
ecgclass__app1,13.5840,291.640,289.804,0
ecgclass__app3,13.5973,288.496,287.032,0
ecgclass__app5,13.5964,290.199,286.750,0
ecgclass__app7,13.6550,287.996,286.476,0
ecgclass__app2,13.6784,287.834,286.290,0
ecgclass__app4,13.7485,287.947,286.273,0
ecgclass__app6,13.8538,284.460,282.958,0
ecgclass,13.8526,287.521,286.026,0
ecgclass__app1,13.8756,292.917,291.263,0
ecgclass__app3,13.8858,288.355,286.865,0
ecgclass__app5,13.8866,288.335,286.809,0
ecgclass__app7,13.9430,286.020,284.464,0
ecgclass__app2,13.9663,285.974,284.101,0
ecgclass__app4,14.0364,287.338,285.655,0
ecgclass,14.1401,287.879,286.307,0
ecgclass__app6,14.1382,290.560,289.116,0
ecgclass__app1,14.1686,293.370,291.617,0
ecgclass__app3,14.1742,287.931,285.241,0
ecgclass__app5,14.1749,288.708,286.473,0
ecgclass__app7,14.2291,286.898,284.670,0
ecgclass__app2,14.2523,285.189,283.694,0
ecgclass__app4,14.3238,284.173,281.659,0
ecgclass__app6,14.4288,283.325,281.707,0
ecgclass,14.4280,285.227,282.907,0
ecgclass__app1,14.4620,287.231,285.331,0
ecgclass__app5,14.4637,286.794,285.018,0
ecgclass__app3,14.4622,289.927,287.480,0
ecgclass__app7,14.5160,288.296,286.547,0
ecgclass__app2,14.5375,289.493,283.590,0
ecgclass__app4,14.6080,286.416,284.785,0
ecgclass__app6,14.7122,287.190,285.573,0
ecgclass,14.7132,287.263,285.857,0
ecgclass__app5,14.7505,290.502,288.965,0
ecgclass__app3,14.7521,289.349,287.829,0
ecgclass__app1,14.7492,299.730,294.683,0
ecgclass__app7,14.8043,285.758,284.183,0
ecgclass__app2,14.8270,286.038,284.160,0
ecgclass__app4,14.8944,287.849,286.297,0
ecgclass,15.0005,287.150,285.521,0
ecgclass__app6,14.9994,289.538,286.327,0
ecgclass__app3,15.0415,291.496,289.446,0
ecgclass__app5,15.0410,293.620,291.205,0
ecgclass__app1,15.0490,293.065,291.623,0
ecgclass__app7,15.0901,285.917,283.337,0
ecgclass__app2,15.1130,287.608,285.996,0
ecgclass__app4,15.1823,287.914,286.315,0
ecgclass,15.2877,285.713,284.071,0
ecgclass__app6,15.2889,285.540,284.066,0
ecgclass__app5,15.3346,284.425,282.896,0
ecgclass__app3,15.3330,291.629,288.591,0
ecgclass__app1,15.3420,289.931,287.561,0
ecgclass__app7,15.3760,289.479,287.923,0
ecgclass__app2,15.4007,287.813,286.177,0
ecgclass__app4,15.4702,288.061,286.396,0
ecgclass__app6,15.5745,287.485,285.719,0
ecgclass,15.5734,289.922,288.463,0
ecgclass__app5,15.6191,290.016,288.344,0
ecgclass__app3,15.6246,293.402,290.854,0
ecgclass__app1,15.6320,286.233,283.437,0
ecgclass__app7,15.6655,289.393,287.643,0
ecgclass__app2,15.6885,289.083,287.503,0
ecgclass__app4,15.7583,289.490,287.874,0
ecgclass,15.8634,289.917,288.166,0
ecgclass__app6,15.8620,291.956,290.066,0
ecgclass__app5,15.9091,288.106,286.278,0
ecgclass__app3,15.9181,290.823,288.950,0
ecgclass__app1,15.9182,291.416,288.825,0
ecgclass__app7,15.9549,285.941,284.140,0
ecgclass__app2,15.9776,287.975,286.337,0
ecgclass__app4,16.0478,285.431,283.558,0
ecgclass__app6,16.1540,284.538,282.945,0
ecgclass,16.1533,286.856,285.383,0
ecgclass__app5,16.1973,287.027,285.398,0
ecgclass__app1,16.2097,287.139,285.489,0
ecgclass__app3,16.2089,288.734,286.519,0
ecgclass__app7,16.2409,284.878,283.220,0
ecgclass__app2,16.2656,285.255,283.628,0
ecgclass__app4,16.3333,286.690,284.363,0
ecgclass__app6,16.4385,289.022,287.021,0
ecgclass,16.4402,294.855,290.455,0
ecgclass__app5,16.4843,290.767,289.161,0
ecgclass__app3,16.4977,288.709,287.132,0
ecgclass__app1,16.4968,289.655,287.506,0
ecgclass__app7,16.5258,293.271,291.544,0
ecgclass__app2,16.5509,292.398,290.900,0
ecgclass__app4,16.6200,293.421,291.718,0
ecgclass__app6,16.7276,287.018,285.392,0
ecgclass,16.7351,293.687,292.082,0
ecgclass__app5,16.7751,290.292,288.710,0
ecgclass__app3,16.7864,289.052,287.521,0
ecgclass__app1,16.7865,289.435,287.608,0
ecgclass__app7,16.8191,289.771,287.986,0
ecgclass__app2,16.8433,289.695,288.100,0
ecgclass__app4,16.9135,285.351,283.716,0
ecgclass__app6,17.0146,290.840,289.271,0
ecgclass,17.0288,291.258,288.782,0
ecgclass__app5,17.0654,290.520,288.672,0
ecgclass__app3,17.0755,289.681,288.040,0
ecgclass__app1,17.0760,290.167,287.777,0
ecgclass__app7,17.1089,289.511,287.873,0
ecgclass__app2,17.1330,289.936,288.181,0
ecgclass__app4,17.1988,290.075,288.519,0
ecgclass__app6,17.3055,288.492,286.762,0
ecgclass,17.3200,287.731,286.084,0
ecgclass__app5,17.3560,288.111,286.472,0
ecgclass__app3,17.3652,289.081,286.966,0
ecgclass__app1,17.3661,288.256,286.557,0
ecgclass__app7,17.3984,288.526,286.917,0
ecgclass__app2,17.4230,288.060,286.442,0
ecgclass__app4,17.4889,291.131,289.519,0
ecgclass__app6,17.5940,287.981,285.980,0
ecgclass,17.6078,286.822,285.055,0
ecgclass__app5,17.6441,285.931,283.385,0
ecgclass__app1,17.6544,287.616,285.337,0
ecgclass__app3,17.6543,288.999,287.197,0
ecgclass__app7,17.6870,287.952,286.488,0
ecgclass__app2,17.7111,287.553,285.959,0
ecgclass__app4,17.7801,288.013,286.389,0
ecgclass__app6,17.8820,290.013,288.375,0
ecgclass,17.8946,290.179,288.618,0
ecgclass__app5,17.9300,286.997,284.308,0
ecgclass__app1,17.9420,286.389,284.691,0
ecgclass__app3,17.9433,288.084,286.426,0
ecgclass__app7,17.9750,290.027,288.390,0
ecgclass__app2,17.9986,292.839,289.177,0
ecgclass__app4,18.0681,288.896,286.116,0
ecgclass__app6,18.1720,288.148,286.617,0
ecgclass,18.1848,287.825,286.103,0
ecgclass__app5,18.2171,292.683,291.029,0
ecgclass__app3,18.2314,287.441,285.654,0
ecgclass__app1,18.2285,290.531,288.845,0
ecgclass__app7,18.2650,285.809,284.116,0
ecgclass__app2,18.2915,294.318,291.184,0
ecgclass__app4,18.3570,287.020,285.352,0
ecgclass__app6,18.4602,291.817,289.253,0
ecgclass,18.4727,287.379,285.583,0
ecgclass__app5,18.5098,289.033,287.406,0
ecgclass__app3,18.5188,291.074,289.201,0
ecgclass__app1,18.5190,291.083,289.424,0
ecgclass__app7,18.5508,291.347,289.690,0
ecgclass__app2,18.5858,293.594,291.975,0
ecgclass__app4,18.6441,292.134,290.568,0
ecgclass__app6,18.7521,291.963,290.281,0
ecgclass,18.7601,294.244,292.509,0
ecgclass__app5,18.7988,289.682,288.066,0
ecgclass__app3,18.8099,291.044,288.331,0
ecgclass__app1,18.8101,291.400,288.521,0
ecgclass__app7,18.8422,290.006,288.471,0
ecgclass__app2,18.8795,290.479,288.447,0
ecgclass__app4,18.9362,288.643,286.921,0
ecgclass__app6,19.0440,288.485,286.857,0
ecgclass,19.0544,287.792,286.256,0
ecgclass__app5,19.0885,288.004,286.423,0
ecgclass__app3,19.1010,284.837,283.009,0
ecgclass__app1,19.1015,290.031,288.578,0
ecgclass__app7,19.1322,289.591,287.993,0
ecgclass__app2,19.1700,290.155,288.461,0
ecgclass__app4,19.2249,286.727,285.092,0
ecgclass__app6,19.3325,287.348,285.594,0
ecgclass,19.3422,288.969,287.403,0
ecgclass__app5,19.3765,289.533,287.630,0
ecgclass__app3,19.3859,289.441,287.702,0
ecgclass__app1,19.3916,288.877,287.452,0
ecgclass__app7,19.4219,287.590,285.982,0
ecgclass__app2,19.4601,291.865,290.302,0
ecgclass__app4,19.5116,289.910,288.359,0
ecgclass__app6,19.6199,286.562,284.793,0
ecgclass,19.6312,285.091,283.479,0
ecgclass__app5,19.6661,287.822,286.175,0
ecgclass__app3,19.6753,289.692,288.081,0
ecgclass__app1,19.6805,295.466,293.730,0
ecgclass__app7,19.7095,289.875,287.112,0
ecgclass__app2,19.7520,293.653,292.067,0
ecgclass__app4,19.8016,288.364,285.665,0
ecgclass__app6,19.9065,289.581,287.835,0
ecgclass,19.9163,294.863,291.153,0
ecgclass__app5,19.9540,290.006,287.514,0
ecgclass__app3,19.9650,289.937,287.775,0
ecgclass__app1,19.9759,289.508,287.987,0
ecgclass__app7,19.9994,287.140,285.498,0
ecgclass__app2,20.0457,288.697,286.730,0
ecgclass__app4,20.0900,291.583,289.926,0
ecgclass__app6,20.1961,290.335,288.764,0
ecgclass,20.2112,289.884,288.242,0
ecgclass__app5,20.2440,286.449,284.918,0
ecgclass__app3,20.2550,287.337,285.613,0
ecgclass__app1,20.2655,285.488,283.227,0
ecgclass__app7,20.2865,288.331,286.736,0
ecgclass__app2,20.3344,282.943,281.259,0
ecgclass__app4,20.3816,285.674,283.872,0
ecgclass__app6,20.4865,286.866,285.316,0
ecgclass,20.5011,290.526,288.830,0
ecgclass__app5,20.5305,291.420,289.648,0
ecgclass__app3,20.5424,287.031,285.479,0
ecgclass__app1,20.5510,288.543,287.012,0
ecgclass__app7,20.5749,288.341,286.530,0
ecgclass__app2,20.6174,292.262,290.483,0
ecgclass__app4,20.6673,285.982,284.356,0
ecgclass__app6,20.7733,288.286,286.611,0
ecgclass,20.7916,291.338,289.618,0
ecgclass__app3,20.8294,289.836,288.093,0
ecgclass__app5,20.8219,297.856,296.187,0
ecgclass__app1,20.8395,286.245,284.702,0
ecgclass__app7,20.8632,285.840,284.001,0
ecgclass__app2,20.9097,285.921,284.131,0
ecgclass__app4,20.9533,286.104,284.273,0
ecgclass__app6,21.0617,289.773,287.975,0
ecgclass,21.0830,285.022,283.463,0
ecgclass__app3,21.1193,287.842,286.086,0
ecgclass__app5,21.1198,287.749,286.345,0
ecgclass__app1,21.1258,288.022,286.535,0
ecgclass__app7,21.1491,292.153,290.528,0
ecgclass__app2,21.1956,289.367,287.769,0
ecgclass__app4,21.2394,289.451,287.663,0
ecgclass__app6,21.3515,287.336,285.755,0
ecgclass,21.3680,292.618,291.106,0
ecgclass__app5,21.4075,287.799,286.166,0
ecgclass__app3,21.4071,289.070,287.551,0
ecgclass__app1,21.4138,291.991,290.489,0
ecgclass__app7,21.4413,287.627,286.022,0
ecgclass__app2,21.4850,290.349,288.673,0
ecgclass__app4,21.5289,292.819,291.100,0
ecgclass__app6,21.6388,285.171,283.280,0
ecgclass,21.6607,287.701,286.103,0
ecgclass__app5,21.6954,284.101,282.485,0
