predict_type,exec_time_seconds,style_type,prompt_length,negative_prompt_length,num_images_per_prompt,num_inference_steps,checkpoint_model_version_id,lora_args
e867a9754d73155e90d62f88dbedfc62,22.0,88585aaa7d5402c0928a0c8639c83bab,54.0,26.0,1.0,30.0,0a80ffe64c68aa574e80e6c9b9f5308a,[]
e867a9754d73155e90d62f88dbedfc62,18.0,,54.0,50.0,1.0,30.0,f9c95dd7e904711eef0f713598886b04,[]
e867a9754d73155e90d62f88dbedfc62,28.0,,14.0,,1.0,30.0,f9c4915ff864089286f00a0da73721b7,"[{'modelVersionId': '799974951f19a0c730acda2389cc852b', 'scale': 1.0}]"
e867a9754d73155e90d62f88dbedfc62,21.0,,61.0,50.0,1.0,30.0,5ea2fb33fc16c8e4cbbb2aa91f6900dd,[]
e867a9754d73155e90d62f88dbedfc62,18.0,,61.0,50.0,1.0,30.0,5ea2fb33fc16c8e4cbbb2aa91f6900dd,[]
e867a9754d73155e90d62f88dbedfc62,32.0,88585aaa7d5402c0928a0c8639c83bab,54.0,26.0,1.0,30.0,0a80ffe64c68aa574e80e6c9b9f5308a,[]
e867a9754d73155e90d62f88dbedfc62,24.0,88585aaa7d5402c0928a0c8639c83bab,44.0,26.0,1.0,30.0,0a80ffe64c68aa574e80e6c9b9f5308a,[]
e867a9754d73155e90d62f88dbedfc62,29.0,,33.0,,1.0,30.0,f9c4915ff864089286f00a0da73721b7,"[{'modelVersionId': '9232965e399095e0ef458a3325ba5382', 'scale': 0.8}]"
e867a9754d73155e90d62f88dbedfc62,33.0,,33.0,,1.0,30.0,f9c4915ff864089286f00a0da73721b7,"[{'modelVersionId': '9232965e399095e0ef458a3325ba5382', 'scale': 0.8}]"
e867a9754d73155e90d62f88dbedfc62,28.0,659b3aca8434712ef2808aa672f18eb5,58.0,26.0,1.0,30.0,ddd2e8c220072a5951b37078518ba809,[]
e867a9754d73155e90d62f88dbedfc62,49.0,659b3aca8434712ef2808aa672f18eb5,58.0,26.0,8.0,30.0,ddd2e8c220072a5951b37078518ba809,[]
e867a9754d73155e90d62f88dbedfc62,23.0,,37.0,26.0,1.0,30.0,4da23763f5721d525703525dd45c9ef7,[]
e867a9754d73155e90d62f88dbedfc62,50.0,,37.0,26.0,1.0,30.0,4da23763f5721d525703525dd45c9ef7,[]
e867a9754d73155e90d62f88dbedfc62,28.0,,28.0,,1.0,20.0,f9c95dd7e904711eef0f713598886b04,[]
e867a9754d73155e90d62f88dbedfc62,39.0,659b3aca8434712ef2808aa672f18eb5,46.0,26.0,4.0,30.0,ddd2e8c220072a5951b37078518ba809,[]
e867a9754d73155e90d62f88dbedfc62,35.0,88585aaa7d5402c0928a0c8639c83bab,72.0,26.0,4.0,30.0,0a80ffe64c68aa574e80e6c9b9f5308a,[]
e867a9754d73155e90d62f88dbedfc62,25.0,,48.0,,1.0,30.0,f9c95dd7e904711eef0f713598886b04,[]
e867a9754d73155e90d62f88dbedfc62,40.0,,22.0,26.0,1.0,30.0,ddd2e8c220072a5951b37078518ba809,"[{'modelVersionId': '7d128c1d4a33165a8676d1650d8ff828', 'scale': 0.7}]"
e867a9754d73155e90d62f88dbedfc62,34.0,06e536f5c0819e7aa379dcd35556f441,38.0,26.0,4.0,30.0,4da23763f5721d525703525dd45c9ef7,[]
e867a9754d73155e90d62f88dbedfc62,25.0,,2.0,,1.0,30.0,f9c4915ff864089286f00a0da73721b7,[]
e867a9754d73155e90d62f88dbedfc62,11.0,,3.0,26.0,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,[]
e867a9754d73155e90d62f88dbedfc62,10.0,,48.0,26.0,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,[]
e867a9754d73155e90d62f88dbedfc62,15.0,,48.0,50.0,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,"[{'modelVersionId': '89b9c689a57b82e59074c6ba09aa394d', 'scale': 1.0}]"
e867a9754d73155e90d62f88dbedfc62,13.0,,48.0,50.0,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,[]
e867a9754d73155e90d62f88dbedfc62,13.0,,40.0,50.0,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,[]
e867a9754d73155e90d62f88dbedfc62,18.0,,44.0,50.0,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,[]
e867a9754d73155e90d62f88dbedfc62,7.0,,47.0,50.0,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,[]
e867a9754d73155e90d62f88dbedfc62,13.0,,44.0,50.0,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,[]
e867a9754d73155e90d62f88dbedfc62,57.0,,1.0,26.0,8.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,[]
e867a9754d73155e90d62f88dbedfc62,14.0,,41.0,50.0,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,[]
e867a9754d73155e90d62f88dbedfc62,16.0,,41.0,50.0,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,"[{'modelVersionId': '89b9c689a57b82e59074c6ba09aa394d', 'scale': 1.0}]"
e867a9754d73155e90d62f88dbedfc62,9.0,,39.0,50.0,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,"[{'modelVersionId': '89b9c689a57b82e59074c6ba09aa394d', 'scale': 1.0}]"
e867a9754d73155e90d62f88dbedfc62,15.0,,37.0,50.0,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,"[{'modelVersionId': '89b9c689a57b82e59074c6ba09aa394d', 'scale': 1.0}]"
e867a9754d73155e90d62f88dbedfc62,14.0,,37.0,50.0,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,"[{'modelVersionId': '89b9c689a57b82e59074c6ba09aa394d', 'scale': 1.0}]"
e867a9754d73155e90d62f88dbedfc62,14.0,,36.0,50.0,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,"[{'modelVersionId': '89b9c689a57b82e59074c6ba09aa394d', 'scale': 1.0}]"
e867a9754d73155e90d62f88dbedfc62,11.0,,34.0,50.0,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,"[{'modelVersionId': '89b9c689a57b82e59074c6ba09aa394d', 'scale': 1.0}]"
e867a9754d73155e90d62f88dbedfc62,5.0,,42.0,50.0,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,"[{'modelVersionId': '89b9c689a57b82e59074c6ba09aa394d', 'scale': 1.0}]"
e867a9754d73155e90d62f88dbedfc62,7.0,,35.0,50.0,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,"[{'modelVersionId': '89b9c689a57b82e59074c6ba09aa394d', 'scale': 1.0}]"
e867a9754d73155e90d62f88dbedfc62,11.0,,40.0,50.0,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,"[{'modelVersionId': '89b9c689a57b82e59074c6ba09aa394d', 'scale': 1.0}]"
e867a9754d73155e90d62f88dbedfc62,13.0,,44.0,50.0,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,"[{'modelVersionId': '89b9c689a57b82e59074c6ba09aa394d', 'scale': 1.0}]"
e867a9754d73155e90d62f88dbedfc62,14.0,,43.0,50.0,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,"[{'modelVersionId': '89b9c689a57b82e59074c6ba09aa394d', 'scale': 1.0}]"
e867a9754d73155e90d62f88dbedfc62,12.0,,35.0,50.0,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,"[{'modelVersionId': '89b9c689a57b82e59074c6ba09aa394d', 'scale': 1.0}]"
e867a9754d73155e90d62f88dbedfc62,14.0,,33.0,50.0,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,"[{'modelVersionId': '89b9c689a57b82e59074c6ba09aa394d', 'scale': 1.0}]"
e867a9754d73155e90d62f88dbedfc62,13.0,,35.0,50.0,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,"[{'modelVersionId': '89b9c689a57b82e59074c6ba09aa394d', 'scale': 1.0}]"
e867a9754d73155e90d62f88dbedfc62,8.0,,36.0,50.0,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,"[{'modelVersionId': '89b9c689a57b82e59074c6ba09aa394d', 'scale': 1.0}]"
e867a9754d73155e90d62f88dbedfc62,15.0,,34.0,50.0,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,"[{'modelVersionId': '89b9c689a57b82e59074c6ba09aa394d', 'scale': 1.0}]"
e867a9754d73155e90d62f88dbedfc62,16.0,,40.0,50.0,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,"[{'modelVersionId': '89b9c689a57b82e59074c6ba09aa394d', 'scale': 1.0}]"
f54c9d4e8a16832ef4cd01da8f723c8c,24.0,,102.0,,1.0,30.0,f9c4915ff864089286f00a0da73721b7,"[{'modelVersionId': '3a06105cf87a4a0d2b22ca218aca4783', 'scale': 0.7}]"
f54c9d4e8a16832ef4cd01da8f723c8c,19.0,,102.0,,1.0,30.0,f9c4915ff864089286f00a0da73721b7,"[{'modelVersionId': '3a06105cf87a4a0d2b22ca218aca4783', 'scale': 0.8}]"
f54c9d4e8a16832ef4cd01da8f723c8c,43.0,,119.0,,4.0,30.0,f9c4915ff864089286f00a0da73721b7,"[{'modelVersionId': '3a06105cf87a4a0d2b22ca218aca4783', 'scale': 0.9}]"
e867a9754d73155e90d62f88dbedfc62,114.0,,52.0,,4.0,30.0,072eaf615a80e47ea7ed1b7f9bfdbac5,"[{'modelVersionId': '26c954646e21d70792e4db24a76a5fc0', 'scale': 0.8}]"
e867a9754d73155e90d62f88dbedfc62,118.0,,52.0,,4.0,30.0,072eaf615a80e47ea7ed1b7f9bfdbac5,"[{'modelVersionId': '26c954646e21d70792e4db24a76a5fc0', 'scale': 0.8}]"
e867a9754d73155e90d62f88dbedfc62,113.0,,52.0,,4.0,30.0,072eaf615a80e47ea7ed1b7f9bfdbac5,"[{'modelVersionId': '26c954646e21d70792e4db24a76a5fc0', 'scale': 0.8}]"
e867a9754d73155e90d62f88dbedfc62,115.0,,51.0,,4.0,30.0,072eaf615a80e47ea7ed1b7f9bfdbac5,"[{'modelVersionId': '26c954646e21d70792e4db24a76a5fc0', 'scale': 0.8}]"
e867a9754d73155e90d62f88dbedfc62,117.0,,51.0,,4.0,30.0,072eaf615a80e47ea7ed1b7f9bfdbac5,"[{'modelVersionId': '26c954646e21d70792e4db24a76a5fc0', 'scale': 0.8}]"
e867a9754d73155e90d62f88dbedfc62,126.0,,51.0,,4.0,30.0,072eaf615a80e47ea7ed1b7f9bfdbac5,"[{'modelVersionId': '26c954646e21d70792e4db24a76a5fc0', 'scale': 0.8}]"
e867a9754d73155e90d62f88dbedfc62,129.0,,51.0,,4.0,30.0,072eaf615a80e47ea7ed1b7f9bfdbac5,"[{'modelVersionId': '26c954646e21d70792e4db24a76a5fc0', 'scale': 0.8}]"
e867a9754d73155e90d62f88dbedfc62,129.0,,48.0,,4.0,30.0,072eaf615a80e47ea7ed1b7f9bfdbac5,"[{'modelVersionId': '26c954646e21d70792e4db24a76a5fc0', 'scale': 0.8}]"
f54c9d4e8a16832ef4cd01da8f723c8c,55.0,,119.0,,4.0,30.0,f9c4915ff864089286f00a0da73721b7,"[{'modelVersionId': '3a06105cf87a4a0d2b22ca218aca4783', 'scale': 0.9}]"
e867a9754d73155e90d62f88dbedfc62,94.0,,52.0,,4.0,30.0,072eaf615a80e47ea7ed1b7f9bfdbac5,"[{'modelVersionId': '26c954646e21d70792e4db24a76a5fc0', 'scale': 0.8}]"
e867a9754d73155e90d62f88dbedfc62,136.0,,50.0,,4.0,30.0,072eaf615a80e47ea7ed1b7f9bfdbac5,"[{'modelVersionId': '26c954646e21d70792e4db24a76a5fc0', 'scale': 0.8}]"
e867a9754d73155e90d62f88dbedfc62,123.0,,56.0,,4.0,30.0,072eaf615a80e47ea7ed1b7f9bfdbac5,"[{'modelVersionId': '26c954646e21d70792e4db24a76a5fc0', 'scale': 0.8}]"
e867a9754d73155e90d62f88dbedfc62,134.0,,49.0,,4.0,30.0,072eaf615a80e47ea7ed1b7f9bfdbac5,"[{'modelVersionId': '26c954646e21d70792e4db24a76a5fc0', 'scale': 0.8}]"
e867a9754d73155e90d62f88dbedfc62,129.0,,51.0,,4.0,30.0,072eaf615a80e47ea7ed1b7f9bfdbac5,"[{'modelVersionId': '26c954646e21d70792e4db24a76a5fc0', 'scale': 0.8}]"
e867a9754d73155e90d62f88dbedfc62,52.0,,84.0,,1.0,30.0,f9c4915ff864089286f00a0da73721b7,"[{'modelVersionId': '9232965e399095e0ef458a3325ba5382', 'scale': 0.8}, {'modelVersionId': '4738aad4137d4c3d49b67e8d4e2db4c5', 'scale': 0.0}]"
e867a9754d73155e90d62f88dbedfc62,172.0,,84.0,,8.0,30.0,f9c4915ff864089286f00a0da73721b7,"[{'modelVersionId': '9232965e399095e0ef458a3325ba5382', 'scale': 0.8}, {'modelVersionId': '67adf2b28a9bca8c22616cadac7b6b84', 'scale': 0.8}]"
e867a9754d73155e90d62f88dbedfc62,174.0,,79.0,,8.0,30.0,f9c4915ff864089286f00a0da73721b7,"[{'modelVersionId': '9232965e399095e0ef458a3325ba5382', 'scale': 0.8}, {'modelVersionId': '67adf2b28a9bca8c22616cadac7b6b84', 'scale': 0.8}]"
e867a9754d73155e90d62f88dbedfc62,32.0,659b3aca8434712ef2808aa672f18eb5,84.0,26.0,1.0,30.0,ddd2e8c220072a5951b37078518ba809,[]
e867a9754d73155e90d62f88dbedfc62,25.0,0d0b9485670cafe330f7b702a93fcf68,71.0,26.0,1.0,30.0,2930f581cec52c94bb26303ad51b9f54,[]
e867a9754d73155e90d62f88dbedfc62,30.0,15d0db7a5e41fc1c1c595e16c66079c5,67.0,26.0,1.0,30.0,83c0982f2d5a8e7d5de8ab742af0d0b4,[]
e867a9754d73155e90d62f88dbedfc62,26.0,,1.0,26.0,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,[]
e867a9754d73155e90d62f88dbedfc62,25.0,88585aaa7d5402c0928a0c8639c83bab,62.0,26.0,1.0,30.0,0a80ffe64c68aa574e80e6c9b9f5308a,[]
e867a9754d73155e90d62f88dbedfc62,28.0,88585aaa7d5402c0928a0c8639c83bab,64.0,26.0,2.0,30.0,0a80ffe64c68aa574e80e6c9b9f5308a,[]
e867a9754d73155e90d62f88dbedfc62,61.0,,13.0,,1.0,30.0,072eaf615a80e47ea7ed1b7f9bfdbac5,"[{'modelVersionId': '799974951f19a0c730acda2389cc852b', 'scale': 1.0}]"
e867a9754d73155e90d62f88dbedfc62,49.0,,13.0,,1.0,30.0,f9c4915ff864089286f00a0da73721b7,"[{'modelVersionId': '799974951f19a0c730acda2389cc852b', 'scale': 0.7}]"
e867a9754d73155e90d62f88dbedfc62,53.0,,27.0,,1.0,30.0,f9c4915ff864089286f00a0da73721b7,"[{'modelVersionId': 'b37242925ffe0da400d9b98c254b9fcd', 'scale': 0.8}]"
e867a9754d73155e90d62f88dbedfc62,151.0,,27.0,,8.0,30.0,f9c4915ff864089286f00a0da73721b7,"[{'modelVersionId': 'b37242925ffe0da400d9b98c254b9fcd', 'scale': 0.8}]"
e867a9754d73155e90d62f88dbedfc62,20.0,,39.0,50.0,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,[]
e867a9754d73155e90d62f88dbedfc62,25.0,,44.0,50.0,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,[]
e867a9754d73155e90d62f88dbedfc62,25.0,,41.0,50.0,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,[]
e867a9754d73155e90d62f88dbedfc62,19.0,,36.0,50.0,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,[]
e867a9754d73155e90d62f88dbedfc62,17.0,,40.0,50.0,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,[]
e867a9754d73155e90d62f88dbedfc62,29.0,,35.0,50.0,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,[]
e867a9754d73155e90d62f88dbedfc62,19.0,,27.0,50.0,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,[]
e867a9754d73155e90d62f88dbedfc62,22.0,,35.0,50.0,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,[]
e867a9754d73155e90d62f88dbedfc62,145.0,,30.0,,8.0,30.0,f9c4915ff864089286f00a0da73721b7,"[{'modelVersionId': 'b37242925ffe0da400d9b98c254b9fcd', 'scale': 0.8}]"
e867a9754d73155e90d62f88dbedfc62,12.0,,35.0,50.0,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,[]
e867a9754d73155e90d62f88dbedfc62,25.0,,40.0,50.0,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,[]
e867a9754d73155e90d62f88dbedfc62,9.0,,42.0,50.0,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,[]
e867a9754d73155e90d62f88dbedfc62,51.0,,15.0,,1.0,30.0,072eaf615a80e47ea7ed1b7f9bfdbac5,"[{'modelVersionId': 'd84baaa70a252bc91bb2349cd9e8b231', 'scale': 0.8}]"
e867a9754d73155e90d62f88dbedfc62,8.0,,36.0,50.0,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,[]
e867a9754d73155e90d62f88dbedfc62,19.0,,33.0,50.0,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,[]
f54c9d4e8a16832ef4cd01da8f723c8c,23.0,,27.0,,1.0,30.0,f9c4915ff864089286f00a0da73721b7,"[{'modelVersionId': 'b37242925ffe0da400d9b98c254b9fcd', 'scale': 0.8}]"
e867a9754d73155e90d62f88dbedfc62,19.0,,33.0,50.0,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,[]
f54c9d4e8a16832ef4cd01da8f723c8c,121.0,,27.0,,8.0,30.0,f9c4915ff864089286f00a0da73721b7,"[{'modelVersionId': 'b37242925ffe0da400d9b98c254b9fcd', 'scale': 0.8}]"
e867a9754d73155e90d62f88dbedfc62,9.0,,31.0,50.0,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,[]
e867a9754d73155e90d62f88dbedfc62,19.0,,44.0,50.0,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,[]
e867a9754d73155e90d62f88dbedfc62,26.0,,44.0,50.0,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,[]
f54c9d4e8a16832ef4cd01da8f723c8c,105.0,,27.0,,8.0,30.0,f9c4915ff864089286f00a0da73721b7,"[{'modelVersionId': 'b37242925ffe0da400d9b98c254b9fcd', 'scale': 0.8}]"
e867a9754d73155e90d62f88dbedfc62,23.0,,53.0,50.0,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,[]
e867a9754d73155e90d62f88dbedfc62,49.0,,15.0,,1.0,30.0,072eaf615a80e47ea7ed1b7f9bfdbac5,"[{'modelVersionId': 'd84baaa70a252bc91bb2349cd9e8b231', 'scale': 0.8}]"
e867a9754d73155e90d62f88dbedfc62,21.0,,38.0,50.0,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,[]
e867a9754d73155e90d62f88dbedfc62,217.0,,104.0,,8.0,30.0,f9c4915ff864089286f00a0da73721b7,"[{'modelVersionId': '4d8ab89733dd9a88f1a9d130ca675c2e', 'scale': 0.8}]"
e867a9754d73155e90d62f88dbedfc62,12.0,,43.0,50.0,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,[]
e867a9754d73155e90d62f88dbedfc62,10.0,,39.0,50.0,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,[]
e867a9754d73155e90d62f88dbedfc62,15.0,,41.0,50.0,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,[]
e867a9754d73155e90d62f88dbedfc62,19.0,,2.0,26.0,1.0,30.0,716125e0daccd6ee8be0e8dc2698ec28,"[{'modelVersionId': '05b0afd266cc205432b8dad3f3413c28', 'scale': 1.0}]"
e867a9754d73155e90d62f88dbedfc62,18.0,,60.0,50.0,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,[]
e867a9754d73155e90d62f88dbedfc62,8.0,,57.0,50.0,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,[]
e867a9754d73155e90d62f88dbedfc62,8.0,,51.0,50.0,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,[]
e867a9754d73155e90d62f88dbedfc62,8.0,,51.0,50.0,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,[]
e867a9754d73155e90d62f88dbedfc62,8.0,,53.0,50.0,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,[]
e867a9754d73155e90d62f88dbedfc62,8.0,,49.0,50.0,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,[]
f54c9d4e8a16832ef4cd01da8f723c8c,83.0,,27.0,,8.0,30.0,f9c4915ff864089286f00a0da73721b7,"[{'modelVersionId': 'b37242925ffe0da400d9b98c254b9fcd', 'scale': 0.8}]"
e867a9754d73155e90d62f88dbedfc62,12.0,,41.0,50.0,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,[]
e867a9754d73155e90d62f88dbedfc62,17.0,,43.0,50.0,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,[]
e867a9754d73155e90d62f88dbedfc62,9.0,,43.0,50.0,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,[]
e867a9754d73155e90d62f88dbedfc62,15.0,,42.0,50.0,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,[]
e867a9754d73155e90d62f88dbedfc62,11.0,,42.0,58.0,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,[]
e867a9754d73155e90d62f88dbedfc62,16.0,,42.0,58.0,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,[]
e867a9754d73155e90d62f88dbedfc62,23.0,,42.0,58.0,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,[]
e867a9754d73155e90d62f88dbedfc62,28.0,659b3aca8434712ef2808aa672f18eb5,36.0,26.0,1.0,30.0,ddd2e8c220072a5951b37078518ba809,[]
e867a9754d73155e90d62f88dbedfc62,9.0,,41.0,58.0,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,[]
e867a9754d73155e90d62f88dbedfc62,16.0,,43.0,58.0,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,[]
e867a9754d73155e90d62f88dbedfc62,24.0,982976b1c0c8b925e2a7f7eeb62759eb,51.0,26.0,1.0,30.0,c6d6ddfb5a45cc6b7332e86c5e12775c,[]
f54c9d4e8a16832ef4cd01da8f723c8c,91.0,,27.0,,8.0,30.0,f9c4915ff864089286f00a0da73721b7,"[{'modelVersionId': 'b37242925ffe0da400d9b98c254b9fcd', 'scale': 0.8}]"
e867a9754d73155e90d62f88dbedfc62,22.0,,46.0,58.0,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,[]
e867a9754d73155e90d62f88dbedfc62,22.0,,44.0,58.0,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,[]
e867a9754d73155e90d62f88dbedfc62,8.0,,51.0,58.0,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,[]
e867a9754d73155e90d62f88dbedfc62,8.0,,46.0,58.0,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,[]
e867a9754d73155e90d62f88dbedfc62,14.0,,43.0,58.0,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,[]
e867a9754d73155e90d62f88dbedfc62,8.0,,42.0,58.0,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,[]
e867a9754d73155e90d62f88dbedfc62,15.0,,38.0,58.0,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,[]
e867a9754d73155e90d62f88dbedfc62,12.0,,38.0,58.0,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,[]
e867a9754d73155e90d62f88dbedfc62,9.0,,38.0,58.0,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,[]
e867a9754d73155e90d62f88dbedfc62,35.0,,1.0,26.0,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,"[{'modelVersionId': '89b9c689a57b82e59074c6ba09aa394d', 'scale': 1.0}]"
e867a9754d73155e90d62f88dbedfc62,127.0,,22.0,,8.0,30.0,f9c4915ff864089286f00a0da73721b7,"[{'modelVersionId': 'b37242925ffe0da400d9b98c254b9fcd', 'scale': 1.0}]"
f54c9d4e8a16832ef4cd01da8f723c8c,87.0,,22.0,,8.0,30.0,f9c4915ff864089286f00a0da73721b7,"[{'modelVersionId': 'b37242925ffe0da400d9b98c254b9fcd', 'scale': 1.0}]"
e867a9754d73155e90d62f88dbedfc62,9.0,,47.0,58.0,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,[]
e867a9754d73155e90d62f88dbedfc62,13.0,,46.0,58.0,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,[]
e867a9754d73155e90d62f88dbedfc62,15.0,,51.0,58.0,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,[]
e867a9754d73155e90d62f88dbedfc62,13.0,,46.0,58.0,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,[]
e867a9754d73155e90d62f88dbedfc62,12.0,,42.0,58.0,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,[]
e867a9754d73155e90d62f88dbedfc62,171.0,,72.0,,4.0,30.0,072eaf615a80e47ea7ed1b7f9bfdbac5,"[{'modelVersionId': '75764a6c5b5f3007d5f6addf322fa7f1', 'scale': 1.0}]"
e867a9754d73155e90d62f88dbedfc62,13.0,,49.0,58.0,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,[]
e867a9754d73155e90d62f88dbedfc62,10.0,,48.0,58.0,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,[]
e867a9754d73155e90d62f88dbedfc62,7.0,,50.0,58.0,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,[]
e867a9754d73155e90d62f88dbedfc62,162.0,,72.0,,4.0,30.0,072eaf615a80e47ea7ed1b7f9bfdbac5,[]
e867a9754d73155e90d62f88dbedfc62,15.0,,44.0,58.0,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,[]
e867a9754d73155e90d62f88dbedfc62,15.0,,51.0,58.0,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,[]
e867a9754d73155e90d62f88dbedfc62,15.0,,41.0,58.0,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,[]
e867a9754d73155e90d62f88dbedfc62,9.0,,45.0,58.0,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,[]
e867a9754d73155e90d62f88dbedfc62,7.0,,47.0,58.0,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,[]
e867a9754d73155e90d62f88dbedfc62,9.0,,43.0,58.0,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,[]
e867a9754d73155e90d62f88dbedfc62,9.0,,48.0,58.0,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,[]
e867a9754d73155e90d62f88dbedfc62,23.0,,44.0,58.0,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,[]
e867a9754d73155e90d62f88dbedfc62,9.0,,41.0,58.0,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,[]
e867a9754d73155e90d62f88dbedfc62,13.0,,41.0,58.0,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,[]
e867a9754d73155e90d62f88dbedfc62,8.0,,37.0,58.0,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,[]
e867a9754d73155e90d62f88dbedfc62,10.0,,46.0,58.0,1.0,30.0,e1cb4aba67e1a2a4e875f1f437b65488,[]
