req_id,client_id,send_time_rel
6076,5,0.850622
9632,8,0.869127
4859,4,0.87032
13,0,0.874748
4860,4,0.880212
4861,4,0.889251
14,0,0.894092
8393,7,0.906277
8394,7,0.908783
9633,8,0.919434
10830,9,0.922117
4862,4,0.92214
2408,2,0.928383
6077,5,0.934875
9634,8,0.937783
2409,2,0.939224
7172,6,0.94583
10831,9,0.947845
2410,2,0.949455
15,0,0.955672
8395,7,0.957908
7173,6,0.959415
10832,9,0.962064
16,0,0.96336
17,0,0.967939
1212,1,0.975521
3678,3,0.976015
10833,9,0.979695
10834,9,0.981725
18,0,0.983698
10835,9,0.98869
6078,5,0.993316
10836,9,0.995914
3679,3,0.996359
4863,4,1.002756
10837,9,1.003604
9635,8,1.007656
8396,7,1.00797
3680,3,1.009445
10838,9,1.010854
8397,7,1.011422
9636,8,1.011771
7174,6,1.014099
10839,9,1.014189
3681,3,1.01723
8398,7,1.020168
3682,3,1.020816
1213,1,1.02131
10840,9,1.02368
6079,5,1.024528
4864,4,1.027915
19,0,1.028758
3683,3,1.037329
20,0,1.049407
7175,6,1.051964
4865,4,1.065132
8399,7,1.070858
6080,5,1.081877
6081,5,1.087532
6082,5,1.099368
1214,1,1.100352
9637,8,1.102524
1215,1,1.110783
21,0,1.111777
3684,3,1.112577
3685,3,1.116203
7176,6,1.116295
6083,5,1.116367
4866,4,1.117526
9638,8,1.118854
2411,2,1.119727
22,0,1.122955
2412,2,1.125475
8400,7,1.130266
2413,2,1.136432
8401,7,1.153526
4867,4,1.155985
4868,4,1.157541
6084,5,1.162404
2414,2,1.16335
10841,9,1.165742
9639,8,1.170207
2415,2,1.170434
7177,6,1.182365
10842,9,1.189715
9640,8,1.192805
9641,8,1.210435
23,0,1.214854
1216,1,1.215634
1217,1,1.216976
4869,4,1.217783
8402,7,1.21794
7178,6,1.225415
7179,6,1.228148
2416,2,1.237009
1218,1,1.2451
6085,5,1.246981
4870,4,1.250477
4871,4,1.254979
2417,2,1.258587
1219,1,1.261434
10843,9,1.266937
24,0,1.276208
7180,6,1.27921
6086,5,1.280562
7181,6,1.298836
4872,4,1.301619
25,0,1.308998
4873,4,1.309532
9642,8,1.312965
10844,9,1.328254
26,0,1.329852
7182,6,1.330201
4874,4,1.33403
8403,7,1.338124
1220,1,1.339234
3686,3,1.343013
8404,7,1.351354
27,0,1.352518
8405,7,1.353525
4875,4,1.353804
28,0,1.356372
1221,1,1.356802
9643,8,1.358817
3687,3,1.361832
8406,7,1.36411
29,0,1.365354
3688,3,1.368696
7183,6,1.369842
8407,7,1.372541
9644,8,1.374954
4876,4,1.378131
2418,2,1.380553
1222,1,1.385765
3689,3,1.398507
30,0,1.39962
8408,7,1.40268
2419,2,1.403394
1223,1,1.411551
9645,8,1.414391
9646,8,1.417552
31,0,1.419054
7184,6,1.419922
1224,1,1.420633
2420,2,1.423032
10845,9,1.426779
3690,3,1.427668
10846,9,1.429474
3691,3,1.435791
2421,2,1.445796
9647,8,1.448443
8409,7,1.452284
9648,8,1.464717
4877,4,1.46482
8410,7,1.471689
6087,5,1.472378
9649,8,1.474433
32,0,1.482264
10847,9,1.491707
3692,3,1.494611
4878,4,1.500789
7185,6,1.501921
6088,5,1.505927
3693,3,1.514302
33,0,1.517689
4879,4,1.524053
1225,1,1.525522
34,0,1.529585
4880,4,1.532299
7186,6,1.532795
4881,4,1.540812
10848,9,1.543604
10849,9,1.548603
35,0,1.55264
10850,9,1.553059
7187,6,1.562383
9650,8,1.569319
4882,4,1.575944
36,0,1.584717
2422,2,1.586684
4883,4,1.590274
9651,8,1.591514
3694,3,1.592033
4884,4,1.592621
1226,1,1.594459
1227,1,1.596546
7188,6,1.598961
37,0,1.601909
8411,7,1.602852
38,0,1.618005
6089,5,1.627662
1228,1,1.634406
10851,9,1.643361
8412,7,1.644128
9652,8,1.64501
9653,8,1.645069
8413,7,1.65367
39,0,1.66195
1229,1,1.662884
3695,3,1.67358
2423,2,1.674537
40,0,1.676798
8414,7,1.678603
6090,5,1.680009
1230,1,1.681188
10852,9,1.703669
9654,8,1.709477
1231,1,1.711942
2424,2,1.714516
3696,3,1.714682
1232,1,1.714779
6091,5,1.714856
4885,4,1.731761
8415,7,1.742411
41,0,1.743483
9655,8,1.744572
4886,4,1.745954
10853,9,1.749277
2425,2,1.752278
1233,1,1.759368
1234,1,1.761478
4887,4,1.769269
7189,6,1.774622
8416,7,1.779964
7190,6,1.785643
10854,9,1.7882
7191,6,1.804175
1235,1,1.806843
6092,5,1.811772
42,0,1.813026
9656,8,1.818054
4888,4,1.835254
8417,7,1.835606
3697,3,1.840765
7192,6,1.849165
6093,5,1.853182
3698,3,1.853819
3699,3,1.856294
43,0,1.86723
44,0,1.870882
9657,8,1.872922
3700,3,1.880618
9658,8,1.883717
3701,3,1.890562
2426,2,1.892315
4889,4,1.896404
3702,3,1.910605
1236,1,1.922149
7193,6,1.923893
45,0,1.927585
1237,1,1.929129
6094,5,1.930283
4890,4,1.932745
1238,1,1.934674
1239,1,1.956328
3703,3,1.963577
4891,4,1.978704
9659,8,1.980068
8418,7,1.983479
46,0,1.995302
9660,8,1.99977
6095,5,2.00127
7194,6,2.003639
2427,2,2.005187
6096,5,2.013808
2428,2,2.014097
2429,2,2.01504
8419,7,2.017436
1240,1,2.022261
3704,3,2.024028
3705,3,2.027776
3706,3,2.028113
2430,2,2.037686
8420,7,2.039903
47,0,2.051404
3707,3,2.053238
2431,2,2.061305
9661,8,2.061915
10855,9,2.063123
48,0,2.065406
10856,9,2.068637
9662,8,2.072312
10857,9,2.076058
2432,2,2.076591
6097,5,2.079212
49,0,2.081453
1241,1,2.087851
50,0,2.08974
10858,9,2.090912
9663,8,2.091774
10859,9,2.092147
3708,3,2.092984
1242,1,2.096345
1243,1,2.096671
4892,4,2.097932
51,0,2.107458
52,0,2.108515
53,0,2.116883
2433,2,2.119591
10860,9,2.120386
10861,9,2.122216
3709,3,2.124776
8421,7,2.133883
8422,7,2.145997
3710,3,2.148063
8423,7,2.152781
2434,2,2.158488
3711,3,2.175757
8424,7,2.180148
54,0,2.182636
10862,9,2.188051
3712,3,2.192005
10863,9,2.202485
9664,8,2.203278
3713,3,2.205487
3714,3,2.209468
10864,9,2.224289
7195,6,2.225791
9665,8,2.226088
8425,7,2.226378
10865,9,2.234072
6098,5,2.2371
8426,7,2.241704
3715,3,2.248733
7196,6,2.248784
7197,6,2.250474
8427,7,2.250693
2435,2,2.255317
8428,7,2.2653
4893,4,2.267628
6099,5,2.287645
7198,6,2.288335
1244,1,2.288883
6100,5,2.289041
9666,8,2.295431
3716,3,2.30299
10866,9,2.306677
2436,2,2.307975
2437,2,2.312918
9667,8,2.314842
8429,7,2.326078
8430,7,2.337906
4894,4,2.344372
1245,1,2.358304
2438,2,2.361818
10867,9,2.362161
3717,3,2.363241
3718,3,2.365866
4895,4,2.372593
6101,5,2.376543
9668,8,2.377158
10868,9,2.377784
55,0,2.382424
6102,5,2.387878
4896,4,2.388323
6103,5,2.38913
9669,8,2.389865
6104,5,2.393031
1246,1,2.404089
56,0,2.410601
9670,8,2.412774
2439,2,2.415838
7199,6,2.417703
57,0,2.424802
10869,9,2.426772
2440,2,2.433211
7200,6,2.433372
7201,6,2.439851
3719,3,2.441985
1247,1,2.442577
7202,6,2.443824
58,0,2.44469
8431,7,2.446657
4897,4,2.447168
10870,9,2.454164
7203,6,2.454428
4898,4,2.460402
2441,2,2.461432
59,0,2.462757
60,0,2.469239
9671,8,2.471931
4899,4,2.472867
4900,4,2.505422
1248,1,2.507282
9672,8,2.507581
2442,2,2.510183
9673,8,2.518109
61,0,2.523405
4901,4,2.526157
9674,8,2.535979
6105,5,2.539245
4902,4,2.541685
7204,6,2.545344
7205,6,2.547508
1249,1,2.55421
4903,4,2.557543
2443,2,2.55898
9675,8,2.571752
62,0,2.592198
8432,7,2.598516
7206,6,2.605879
6106,5,2.610842
4904,4,2.611533
6107,5,2.615369
8433,7,2.617631
3720,3,2.625619
3721,3,2.631358
8434,7,2.632018
1250,1,2.635571
10871,9,2.640805
8435,7,2.645151
8436,7,2.649364
6108,5,2.651073
10872,9,2.657962
63,0,2.667588
1251,1,2.673104
2444,2,2.674389
1252,1,2.675564
7207,6,2.675878
3722,3,2.678631
1253,1,2.680194
6109,5,2.685482
9676,8,2.689766
8437,7,2.69491
10873,9,2.701647
8438,7,2.701938
8439,7,2.711452
7208,6,2.714748
2445,2,2.71684
9677,8,2.73182
8440,7,2.737194
3723,3,2.73774
8441,7,2.741096
6110,5,2.750256
3724,3,2.751298
10874,9,2.755949
7209,6,2.764831
1254,1,2.765824
8442,7,2.771771
6111,5,2.777219
3725,3,2.783393
6112,5,2.786926
10875,9,2.787175
4905,4,2.793216
2446,2,2.796312
9678,8,2.809423
6113,5,2.811014
1255,1,2.813494
9679,8,2.814003
3726,3,2.818106
4906,4,2.820536
3727,3,2.82825
6114,5,2.833429
4907,4,2.839498
2447,2,2.843094
7210,6,2.846606
8443,7,2.846683
6115,5,2.846925
8444,7,2.857589
6116,5,2.858897
2448,2,2.85956
4908,4,2.872687
9680,8,2.881276
6117,5,2.887391
1256,1,2.888553
8445,7,2.891159
6118,5,2.896752
4909,4,2.899767
1257,1,2.905751
8446,7,2.932305
64,0,2.933082
2449,2,2.934267
4910,4,2.94999
6119,5,2.950509
4911,4,2.95148
8447,7,2.95298
7211,6,2.958231
2450,2,2.959734
10876,9,2.96302
3728,3,2.978753
10877,9,2.988447
1258,1,2.988974
1259,1,2.997823
6120,5,2.999526
10878,9,3.002365
8448,7,3.003697
3729,3,3.008521
8449,7,3.014869
3730,3,3.017993
10879,9,3.020044
8450,7,3.02638
10880,9,3.02654
4912,4,3.031397
65,0,3.038415
3731,3,3.045306
7212,6,3.054136
10881,9,3.06874
2451,2,3.069443
9681,8,3.071666
7213,6,3.073754
3732,3,3.076071
9682,8,3.092472
3733,3,3.093833
1260,1,3.100042
8451,7,3.100723
9683,8,3.104398
7214,6,3.106159
3734,3,3.107594
7215,6,3.10807
7216,6,3.109138
3735,3,3.110206
6121,5,3.114133
10882,9,3.11552
66,0,3.120659
1261,1,3.123452
7217,6,3.130379
4913,4,3.13474
67,0,3.172833
9684,8,3.179889
3736,3,3.185999
9685,8,3.19349
6122,5,3.196341
9686,8,3.196517
2452,2,3.199095
68,0,3.202459
69,0,3.204682
2453,2,3.20716
9687,8,3.233009
9688,8,3.245969
8452,7,3.24725
10883,9,3.250781
70,0,3.252512
3737,3,3.261225
6123,5,3.262525
7218,6,3.263267
2454,2,3.264239
1262,1,3.26545
6124,5,3.271117
71,0,3.283581
6125,5,3.28389
1263,1,3.28511
9689,8,3.285798
4914,4,3.287702
6126,5,3.300212
10884,9,3.311201
9690,8,3.321669
2455,2,3.322791
1264,1,3.331498
7219,6,3.335859
10885,9,3.338161
4915,4,3.351008
72,0,3.35898
3738,3,3.375669
4916,4,3.378834
2456,2,3.379752
9691,8,3.382741
9692,8,3.385649
9693,8,3.388191
2457,2,3.393897
8453,7,3.407651
7220,6,3.408166
2458,2,3.41294
9694,8,3.417406
10886,9,3.421003
2459,2,3.423585
3739,3,3.424874
6127,5,3.431672
6128,5,3.436249
10887,9,3.45343
10888,9,3.455626
7221,6,3.455917
4917,4,3.457104
73,0,3.46038
2460,2,3.463467
3740,3,3.468622
74,0,3.476983
75,0,3.479471
7222,6,3.483033
6129,5,3.483042
2461,2,3.487398
3741,3,3.490778
2462,2,3.491123
2463,2,3.494569
7223,6,3.502717
7224,6,3.504254
2464,2,3.507137
9695,8,3.5168
9696,8,3.518119
10889,9,3.519847
1265,1,3.520506
6130,5,3.523685
76,0,3.525712
8454,7,3.532943
3742,3,3.542627
4918,4,3.555655
1266,1,3.560129
10890,9,3.56506
7225,6,3.576397
9697,8,3.590267
7226,6,3.606023
7227,6,3.610565
3743,3,3.612652
2465,2,3.622909
10891,9,3.625349
6131,5,3.629298
8455,7,3.633157
4919,4,3.634528
9698,8,3.642614
8456,7,3.649561
77,0,3.653383
10892,9,3.659199
8457,7,3.667846
4920,4,3.669254
2466,2,3.671905
6132,5,3.674089
6133,5,3.67486
6134,5,3.675784
3744,3,3.67706
6135,5,3.677705
78,0,3.694436
4921,4,3.69447
4922,4,3.694659
7228,6,3.695196
3745,3,3.699391
10893,9,3.701207
8458,7,3.701477
7229,6,3.712908
4923,4,3.716404
8459,7,3.71677
9699,8,3.729684
3746,3,3.732812
10894,9,3.735945
3747,3,3.742676
2467,2,3.744461
2468,2,3.747759
3748,3,3.758832
8460,7,3.759092
1267,1,3.776757
8461,7,3.785315
8462,7,3.792514
4924,4,3.796926
10895,9,3.800804
79,0,3.800983
6136,5,3.801212
2469,2,3.801613
1268,1,3.811843
4925,4,3.813512
4926,4,3.814516
3749,3,3.819586
9700,8,3.82024
7230,6,3.832485
80,0,3.838634
7231,6,3.83944
10896,9,3.839808
3750,3,3.841966
7232,6,3.844591
3751,3,3.847272
8463,7,3.850589
1269,1,3.86388
10897,9,3.878994
6137,5,3.88518
2470,2,3.888148
6138,5,3.898742
10898,9,3.90178
81,0,3.904334
7233,6,3.906238
8464,7,3.912907
9701,8,3.916649
82,0,3.918773
8465,7,3.923916
83,0,3.925494
84,0,3.932618
85,0,3.938502
86,0,3.941236
4927,4,3.943424
10899,9,3.944521
1270,1,3.948816
9702,8,3.95422
3752,3,3.959032
3753,3,3.959034
9703,8,3.964899
8466,7,3.969605
8467,7,3.971693
9704,8,3.978292
4928,4,3.980326
9705,8,3.980724
6139,5,3.981265
6140,5,3.986549
7234,6,3.994614
8468,7,3.997851
2471,2,4.001574
3754,3,4.002542
10900,9,4.003564
9706,8,4.007352
7235,6,4.013384
10901,9,4.014266
2472,2,4.016715
2473,2,4.017542
3755,3,4.024393
87,0,4.027065
4929,4,4.032712
8469,7,4.035905
8470,7,4.037512
6141,5,4.040927
2474,2,4.045723
1271,1,4.046897
88,0,4.049496
10902,9,4.052299
8471,7,4.05547
8472,7,4.058175
2475,2,4.068284
89,0,4.068803
2476,2,4.087827
4930,4,4.090236
9707,8,4.102679
1272,1,4.102766
3756,3,4.107532
10903,9,4.10984
2477,2,4.111264
2478,2,4.113757
90,0,4.115551
10904,9,4.115942
9708,8,4.121739
8473,7,4.122126
91,0,4.124914
6142,5,4.135717
8474,7,4.135725
2479,2,4.141978
4931,4,4.144543
4932,4,4.150136
7236,6,4.152599
9709,8,4.157195
1273,1,4.159827
8475,7,4.161599
4933,4,4.168751
10905,9,4.172466
10906,9,4.175569
3757,3,4.178294
1274,1,4.180208
8476,7,4.181661
3758,3,4.18623
4934,4,4.191948
7237,6,4.192024
4935,4,4.195237
2480,2,4.20749
7238,6,4.212336
92,0,4.220829
7239,6,4.226015
10907,9,4.235372
4936,4,4.241067
2481,2,4.243363
10908,9,4.254815
4937,4,4.256702
6143,5,4.264162
7240,6,4.264326
1275,1,4.265266
6144,5,4.277577
4938,4,4.284148
93,0,4.285426
3759,3,4.28866
2482,2,4.290602
10909,9,4.290767
1276,1,4.294539
8477,7,4.297838
94,0,4.301888
7241,6,4.307211
95,0,4.311918
8478,7,4.316949
10910,9,4.32192
6145,5,4.326593
4939,4,4.333708
8479,7,4.336321
10911,9,4.337538
9710,8,4.337872
96,0,4.338469
10912,9,4.346429
9711,8,4.348635
97,0,4.353711
98,0,4.357498
1277,1,4.37549
4940,4,4.381906
99,0,4.382676
1278,1,4.386161
6146,5,4.389482
8480,7,4.391174
3760,3,4.393651
8481,7,4.400525
8482,7,4.402018
3761,3,4.405238
3762,3,4.412484
8483,7,4.413346
4941,4,4.420946
4942,4,4.422027
1279,1,4.439903
2483,2,4.440154
2484,2,4.450631
10913,9,4.475578
10914,9,4.47756
7242,6,4.494971
100,0,4.495269
1280,1,4.497229
7243,6,4.497642
6147,5,4.497979
8484,7,4.498218
4943,4,4.50461
2485,2,4.507109
9712,8,4.50983
10915,9,4.517991
4944,4,4.518716
9713,8,4.520994
7244,6,4.52187
2486,2,4.525663
10916,9,4.528223
1281,1,4.534478
3763,3,4.539964
9714,8,4.542496
101,0,4.545712
2487,2,4.549415
1282,1,4.550515
4945,4,4.557702
7245,6,4.563064
6148,5,4.564124
8485,7,4.565402
6149,5,4.568377
4946,4,4.572581
1283,1,4.573019
2488,2,4.573127
9715,8,4.574859
8486,7,4.576466
6150,5,4.58866
7246,6,4.590236
1284,1,4.59121
10917,9,4.592895
4947,4,4.597621
3764,3,4.598209
6151,5,4.607367
10918,9,4.607575
1285,1,4.607863
10919,9,4.618739
10920,9,4.618937
9716,8,4.645469
7247,6,4.649042
4948,4,4.649285
9717,8,4.649887
9718,8,4.654535
8487,7,4.656694
4949,4,4.657623
9719,8,4.658372
4950,4,4.675852
4951,4,4.683581
7248,6,4.689387
102,0,4.699833
1286,1,4.712343
7249,6,4.721279
7250,6,4.73783
3765,3,4.738832
10921,9,4.744357
2489,2,4.751592
7251,6,4.755855
9720,8,4.75973
6152,5,4.759819
10922,9,4.776622
7252,6,4.781616
3766,3,4.786948
8488,7,4.791763
2490,2,4.799924
4952,4,4.801612
103,0,4.802154
9721,8,4.802317
2491,2,4.808369
3767,3,4.809816
6153,5,4.811284
4953,4,4.814857
6154,5,4.835952
1287,1,4.850367
104,0,4.858049
2492,2,4.86287
3768,3,4.866423
9722,8,4.896335
6155,5,4.897063
9723,8,4.897532
2493,2,4.904019
2494,2,4.911848
8489,7,4.920768
3769,3,4.922875
1288,1,4.923131
9724,8,4.923811
2495,2,4.943777
105,0,4.950579
3770,3,4.951553
7253,6,4.952165
2496,2,4.956738
6156,5,4.96108
9725,8,4.967094
3771,3,4.972137
1289,1,4.974572
3772,3,4.978788
9726,8,4.980609
1290,1,4.986216
106,0,4.986925
9727,8,4.993197
3773,3,4.993573
4954,4,4.99444
9728,8,4.99578
3774,3,5.001861
6157,5,5.004797
10923,9,5.009872
7254,6,5.010208
7255,6,5.013077
4955,4,5.017802
1291,1,5.018666
6158,5,5.019299
9729,8,5.027478
4956,4,5.027571
9730,8,5.03183
10924,9,5.03396
7256,6,5.037857
2497,2,5.038458
8490,7,5.038855
107,0,5.040318
10925,9,5.040995
9731,8,5.041272
2498,2,5.042187
10926,9,5.048531
7257,6,5.04941
3775,3,5.052653
10927,9,5.057066
108,0,5.059329
7258,6,5.065526
8491,7,5.068751
10928,9,5.069745
109,0,5.070281
9732,8,5.075885
9733,8,5.086495
9734,8,5.096615
10929,9,5.100978
9735,8,5.102563
10930,9,5.109169
3776,3,5.125177
3777,3,5.134318
10931,9,5.134501
2499,2,5.134629
4957,4,5.151136
8492,7,5.154978
6159,5,5.157315
9736,8,5.15894
4958,4,5.166486
8493,7,5.168107
9737,8,5.172482
10932,9,5.175629
8494,7,5.177168
110,0,5.177527
6160,5,5.180276
111,0,5.184542
112,0,5.193937
7259,6,5.20053
113,0,5.209449
3778,3,5.21102
7260,6,5.212957
9738,8,5.219397
9739,8,5.224749
2500,2,5.227692
4959,4,5.235233
7261,6,5.241742
2501,2,5.241746
7262,6,5.243495
9740,8,5.248952
9741,8,5.256261
114,0,5.257824
7263,6,5.26292
1292,1,5.26894
115,0,5.278516
7264,6,5.281856
9742,8,5.285677
2502,2,5.288608
9743,8,5.301385
116,0,5.312741
6161,5,5.331752
4960,4,5.332649
1293,1,5.336568
3779,3,5.351055
8495,7,5.361277
1294,1,5.363305
8496,7,5.363315
9744,8,5.365531
2503,2,5.369534
4961,4,5.371371
7265,6,5.379279
9745,8,5.38808
7266,6,5.404164
9746,8,5.413782
10933,9,5.41404
117,0,5.420729
9747,8,5.422754
1295,1,5.424903
8497,7,5.430709
3780,3,5.433008
9748,8,5.438882
9749,8,5.441511
3781,3,5.449765
6162,5,5.4595
9750,8,5.462898
1296,1,5.477006
6163,5,5.480342
9751,8,5.492172
118,0,5.497815
7267,6,5.50441
10934,9,5.515883
2504,2,5.521626
3782,3,5.541225
2505,2,5.554492
119,0,5.556378
1297,1,5.557107
9752,8,5.560923
8498,7,5.561359
7268,6,5.564525
120,0,5.564925
10935,9,5.571119
3783,3,5.574223
2506,2,5.574909
8499,7,5.578845
10936,9,5.58121
7269,6,5.586668
10937,9,5.589486
3784,3,5.591226
8500,7,5.600926
8501,7,5.602448
8502,7,5.613029
2507,2,5.619558
4962,4,5.621957
9753,8,5.622332
121,0,5.624396
7270,6,5.625381
4963,4,5.628208
10938,9,5.630613
2508,2,5.630741
4964,4,5.637379
3785,3,5.638226
4965,4,5.645427
122,0,5.64712
7271,6,5.652695
123,0,5.653308
1298,1,5.654778
9754,8,5.657266
9755,8,5.659332
9756,8,5.660516
10939,9,5.663273
4966,4,5.664681
10940,9,5.666744
6164,5,5.672942
124,0,5.67328
4967,4,5.67339
6165,5,5.673428
3786,3,5.67535
125,0,5.676808
7272,6,5.681897
8503,7,5.682726
6166,5,5.689207
10941,9,5.690034
2509,2,5.692112
8504,7,5.693165
6167,5,5.694528
2510,2,5.703636
7273,6,5.705128
126,0,5.722562
4968,4,5.724531
10942,9,5.725085
4969,4,5.747138
2511,2,5.749667
9757,8,5.757407
7274,6,5.758447
1299,1,5.761551
10943,9,5.763828
3787,3,5.766715
127,0,5.771146
9758,8,5.782042
4970,4,5.78218
128,0,5.785861
2512,2,5.787937
129,0,5.788153
3788,3,5.791833
6168,5,5.795948
9759,8,5.799239
8505,7,5.80546
10944,9,5.815928
4971,4,5.819339
8506,7,5.822823
9760,8,5.828077
4972,4,5.82811
9761,8,5.850417
7275,6,5.850866
10945,9,5.861243
2513,2,5.864251
10946,9,5.874761
7276,6,5.87971
6169,5,5.891305
7277,6,5.901383
6170,5,5.910891
4973,4,5.920064
130,0,5.924618
2514,2,5.939404
10947,9,5.949599
1300,1,5.955214
4974,4,5.962026
1301,1,5.964567
131,0,5.965008
6171,5,5.974466
7278,6,5.975339
7279,6,5.976536
10948,9,5.983399
6172,5,5.985385
3789,3,5.986217
6173,5,5.988237
8507,7,5.991003
1302,1,5.991529
6174,5,5.999723
1303,1,6.007541
4975,4,6.012363
4976,4,6.013763
8508,7,6.019946
2515,2,6.020719
6175,5,6.029471
132,0,6.039412
3790,3,6.041349
8509,7,6.054116
133,0,6.057052
1304,1,6.059963
7280,6,6.061485
7281,6,6.061896
3791,3,6.070427
8510,7,6.07419
1305,1,6.083217
3792,3,6.086476
7282,6,6.090293
4977,4,6.091138
4978,4,6.093779
10949,9,6.0962
3793,3,6.097942
9762,8,6.104264
6176,5,6.108513
7283,6,6.111416
9763,8,6.11567
7284,6,6.117696
1306,1,6.120223
2516,2,6.121421
10950,9,6.125533
2517,2,6.139894
134,0,6.140872
1307,1,6.148441
4979,4,6.162647
6177,5,6.163361
10951,9,6.167619
3794,3,6.178125
7285,6,6.187786
10952,9,6.1883
2518,2,6.189847
6178,5,6.205016
7286,6,6.206763
4980,4,6.222658
135,0,6.222935
8511,7,6.227062
136,0,6.227592
6179,5,6.234509
3795,3,6.238471
4981,4,6.241924
4982,4,6.246274
4983,4,6.255158
2519,2,6.25855
9764,8,6.260929
10953,9,6.276035
7287,6,6.286425
3796,3,6.289485
10954,9,6.289872
7288,6,6.295502
2520,2,6.304135
2521,2,6.310633
3797,3,6.331455
4984,4,6.337226
10955,9,6.34164
8512,7,6.34218
1308,1,6.343641
10956,9,6.34625
7289,6,6.347582
9765,8,6.355626
3798,3,6.364551
1309,1,6.369861
6180,5,6.378795
1310,1,6.387843
6181,5,6.399016
8513,7,6.406345
10957,9,6.415891
3799,3,6.41879
4985,4,6.427136
8514,7,6.43112
7290,6,6.435362
7291,6,6.44368
2522,2,6.465604
3800,3,6.48766
9766,8,6.490459
137,0,6.499171
1311,1,6.508771
9767,8,6.519599
8515,7,6.527736
1312,1,6.527948
8516,7,6.527952
138,0,6.532851
7292,6,6.534123
3801,3,6.534943
7293,6,6.54081
6182,5,6.541335
3802,3,6.551379
8517,7,6.556644
2523,2,6.571537
9768,8,6.581928
7294,6,6.587362
7295,6,6.587388
3803,3,6.587859
7296,6,6.593751
9769,8,6.595843
2524,2,6.597885
139,0,6.602739
10958,9,6.614499
140,0,6.614924
9770,8,6.616774
6183,5,6.617666
9771,8,6.62683
2525,2,6.630042
2526,2,6.652965
2527,2,6.660354
4986,4,6.660959
